title,author,urls,avg_rating,num_ratings,date_published,booktok_popularity
"Girl, Woman, Other (Hardcover)",Bernardine Evaristo,https://www.goodreads.com/book/show/41081373-girl-woman-other,4.34,"                176,504",hed ,618
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,https://www.goodreads.com/book/show/11505797-beautiful-disaster,4.05,"                618,485",2011,619
"Divergent (Divergent, #1)",Veronica Roth,https://www.goodreads.com/book/show/13335037-divergent,4.16,"                3,447,009",2011,620
The Nature of Witches (Hardcover),Rachel Griffin,https://www.goodreads.com/book/show/54717138-the-nature-of-witches,3.90,"                10,257",2021,621
Winter's Orbit (Paperback),Everina Maxwell,https://www.goodreads.com/book/show/57693520-winter-s-orbit,4.04,"                13,857",2021,622
Luster (Hardcover),Raven Leilani,https://www.goodreads.com/book/show/51541496-luster,3.57,"                72,201",2020,623
Dark Matter (Hardcover),Blake Crouch,https://www.goodreads.com/book/show/27833670-dark-matter,4.12,"                341,635",2016,624
Pretty Girls (Paperback),Karin Slaughter,https://www.goodreads.com/book/show/25574782-pretty-girls,4.02,"                233,345",2015,625
Blood Heir (Blood Heir Trilogy #1),Amélie Wen Zhao,https://www.goodreads.com/book/show/42359583-blood-heir,3.85,"                11,531",2019,626
"Wolfsong (Green Creek, #1)",T.J. Klune,https://www.goodreads.com/book/show/29233804-wolfsong,4.36,"                37,233",2016,627
"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,https://www.goodreads.com/book/show/24233708-an-absolutely-remarkable-thing,4.04,"                91,253",2018,628
In a Holidaze (Paperback),Christina Lauren,https://www.goodreads.com/book/show/50892287-in-a-holidaze,3.74,"                106,761",2020,629
The Woman in the Window (Kindle Edition),A.J. Finn,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window,3.96,"                645,255",2018,630
"Reveal Me (Shatter Me, #5.5)",Tahereh Mafi,https://www.goodreads.com/book/show/43514655-reveal-me,3.97,"                22,618",2019,631
"Her Royal Highness (Royals, #2)",Rachel Hawkins,https://www.goodreads.com/book/show/41734205-her-royal-highness,3.78,"                28,541",2019,632
"The Black Witch (The Black Witch Chronicles, #1)",Laurie Forest,https://www.goodreads.com/book/show/25740412-the-black-witch,4.10,"                25,429",2017,633
"The Blade Itself (The First Law, #1)",Joe Abercrombie,https://www.goodreads.com/book/show/944073.The_Blade_Itself,4.18,"                198,950",2006,634
An Affair of Poisons (Hardcover),Addie Thorley,https://www.goodreads.com/book/show/40046019-an-affair-of-poisons,3.66,"                2,764",2019,635
"Cruel Prince (Royal Hearts Academy, #1)",Ashley Jade,https://www.goodreads.com/book/show/44083747-cruel-prince,4.00,"                27,953",2019,636
"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,https://www.goodreads.com/book/show/25558608-a-torch-against-the-night,4.25,"                133,094",2016,637
"Captive Prince (Captive Prince, #1)",C.S. Pacat,https://www.goodreads.com/book/show/9305362-captive-prince,3.82,"                75,649",2013,638
"Crush (Crave, #2)",Tracy Wolff,https://www.goodreads.com/book/show/52778479-crush,4.30,"                41,735",2020,639
"Daughters Of Nri (The Return of the Earth Mother, #1)",Reni K. Amayo,https://www.goodreads.com/book/show/49094548-daughters-of-nri,3.96,"                1,952",2019,640
RoomHate (Paperback),Penelope Ward,https://www.goodreads.com/book/show/27083865-roomhate,3.92,"                57,585",2016,641
"Her Villains (The Shattered Isle, #1)",Jade Presley,https://www.goodreads.com/book/show/60595955-her-villains,3.84,"                2,660",hed ,642
Meet Me Halfway (Meet Me Halfway Series),Lilian T. James,https://www.goodreads.com/book/show/60386955-meet-me-halfway,4.05,"                6,168",hed ,643
The Pawn and The Puppet (The Pawn and The Puppet #1),Brandi Elise Szeker,https://www.goodreads.com/book/show/60093647-the-pawn-and-the-puppet,3.91,"                4,052",2022,644
The Words (Kindle Edition),Ashley Jade,https://www.goodreads.com/book/show/57797137-the-words,4.45,"                13,947",2022,645
"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,4.19,"                16,563",2022,646
"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,4.19,"                16,563",2022,647
"Paint It All Red (Mindf*ck, #5)",S.T. Abby,https://www.goodreads.com/book/show/33361549-paint-it-all-red,4.61,"                42,214",2016,648
"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,https://www.goodreads.com/book/show/52694527-the-shadow-of-the-gods,4.31,"                12,028",2021,649
The Ritual (Kindle Edition),Shantel Tessier,https://www.goodreads.com/book/show/58941251-the-ritual,4.20,"                10,714",2021,650
"Stroke of Midnight (Cinderella, #1)",K. Webster,https://www.goodreads.com/book/show/55556938-stroke-of-midnight,3.93,"                7,886",2020,651
"Indigo Ridge (The Edens, #1)",Devney Perry,https://www.goodreads.com/book/show/55926057-indigo-ridge,4.29,"                10,506",2021,652
"Only When It's Us (Bergman Brothers, #1)",Chloe Liese,https://www.goodreads.com/book/show/52949964-only-when-it-s-us,4.03,"                22,074",2020,653
"Chained Hands (Keir & Sailor Duet #1; Chained Hearts Duets, #1)",T.L. Smith,https://www.goodreads.com/book/show/59029074-chained-hands,3.98,"                3,129",2021,654
Ledge (The Glacian Trilogy #1),Stacey McEwan,https://www.goodreads.com/book/show/58878356-ledge,4.67,                278,2021,655
"Wrecked (Dirty Air, #3)",Lauren Asher,https://www.goodreads.com/book/show/53188802-wrecked,4.26,"                16,899",2020,656
Things I Wanted To Say (But Never Did),Monica Murphy,https://www.goodreads.com/book/show/57388047-things-i-wanted-to-say,3.87,"                8,250",2021,657
"Red Thorns (Thorns Duet, #1)",Rina Kent,https://www.goodreads.com/book/show/57729648-red-thorns,3.99,"                7,539",2021,658
Heart of a Monster (New Reign Mafia Duet #1),Shain Rose,https://www.goodreads.com/book/show/57950510-heart-of-a-monster,3.70,"                1,456",2021,659
"The Reckoning (Zodiac Academy, #3)",Caroline Peckham,https://www.goodreads.com/book/show/49551172-the-reckoning,4.44,"                40,226",2019,660
"A Veil of Truth and Trickery (The Veiled Realm, #1)",Analeigh Ford,https://www.goodreads.com/book/show/57937129-a-veil-of-truth-and-trickery,3.19,"                2,862",2021,661
Without Merit (Kindle Edition),Colleen Hoover,https://www.goodreads.com/book/show/33280872-without-merit,3.88,"                95,009",2017,662
"Song of the Forever Rains (Mousai, #1)",E.J. Mellow,https://www.goodreads.com/book/show/35155381-song-of-the-forever-rains,4.01,"                8,897",2021,663
"Always Only You (Bergman Brothers, #2)",Chloe Liese,https://www.goodreads.com/book/show/54125750-always-only-you,4.07,"                19,638",2020,664
Tryst Six Venom (Kindle Edition),Penelope Douglas,https://www.goodreads.com/book/show/54661258-tryst-six-venom,4.02,"                13,412",2021,665
"American Royals (American Royals, #1)",Katharine McGee,https://www.goodreads.com/book/show/43744300-american-royals,3.84,"                86,807",2019,666
Diver's Heart (Kindle Edition),K.A. Knight,https://www.goodreads.com/book/show/57287578-diver-s-heart,3.79,"                7,225",2021,667
Love Unexpected (Kindle Edition),Q.B. Tyler,https://www.goodreads.com/book/show/54566424-love-unexpected,3.72,"                11,967",2020,668
The Girls I've Been (Hardcover),Tess Sharpe,https://www.goodreads.com/book/show/49471138-the-girls-i-ve-been,4.14,"                19,674",2021,669
Eileen (Hardcover),Ottessa Moshfegh,https://www.goodreads.com/book/show/23453099-eileen,3.58,"                49,600",2015,670
Shipped (Paperback),Angie Hockman,https://www.goodreads.com/book/show/54304013-shipped,3.67,"                43,329",2021,671
Tweet Cute (Hardcover),Emma Lord,https://www.goodreads.com/book/show/45045129-tweet-cute,3.97,"                48,298",2020,672
"Dead Man Walking (The Fallen Men, #6)",Giana Darling,https://www.goodreads.com/book/show/54684470-dead-man-walking,4.27,"                9,160",2020,673
"The Infinity Courts (The Infinity Courts, #1)",Akemi Dawn Bowman,https://www.goodreads.com/book/show/54304172-the-infinity-courts,3.71,"                2,586",2021,674
In the Dream House (Hardcover),Carmen Maria Machado,https://www.goodreads.com/book/show/43317482-in-the-dream-house,4.48,"                67,799",2019,675
"The Mask of Mirrors (Rook & Rose, #1)",M.A. Carrick,https://www.goodreads.com/book/show/51340378-the-mask-of-mirrors,4.06,"                3,805",2021,676
Loveless (Paperback),Alice Oseman,https://www.goodreads.com/book/show/42115981-loveless,4.31,"                36,197",2020,677
Home Before Dark (Hardcover),Riley Sager,https://www.goodreads.com/book/show/50833559-home-before-dark,4.09,"                113,915",2020,678
"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,https://www.goodreads.com/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue,4.06,"                121,240",2017,679
"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,https://www.goodreads.com/book/show/9565548-grave-mercy,3.89,"                104,850",2012,680
The Penelopiad (Hardcover),Margaret Atwood,https://www.goodreads.com/book/show/17645.The_Penelopiad,3.71,"                57,828",2005,681
"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,https://www.goodreads.com/book/show/30809786-a-reaper-at-the-gates,4.20,"                70,428",2018,682
Queenie (Hardcover),Candice Carty-Williams,https://www.goodreads.com/book/show/36586697-queenie,3.88,"                116,916",2019,683
"Kingsbane (Empirium, #2)",Claire Legrand,https://www.goodreads.com/book/show/40523458-kingsbane,3.96,"                13,481",2019,684
"These Witches Don't Burn (These Witches Don't Burn, #1)",Isabel Sterling,https://www.goodreads.com/book/show/36484081-these-witches-don-t-burn,3.76,"                24,153",2019,685
"Ruined (Ruined, #1)",Amy Tintera,https://www.goodreads.com/book/show/26074185-ruined,3.84,"                17,112",2016,686
Speak (Hardcover),Laurie Halse Anderson,https://www.goodreads.com/book/show/39280444-speak,4.04,"                537,540",1999,687
Fabbricante di lacrime (Kindle Edition),Erin Doom,https://www.goodreads.com/book/show/56358568-fabbricante-di-lacrime,4.02,"                12,188",2020,688
Between Wrath and Mercy (The Divine Between #1),Jess Wisecup,https://www.goodreads.com/book/show/59692061-between-wrath-and-mercy,4.38,"                1,017",2022,689
The Summer Proposal (Paperback),Vi Keeland,https://www.goodreads.com/book/show/59585168-the-summer-proposal,4.26,"                12,701",2022,690
"The Unseelie Prince (Maze of Shadows, #1)",Kathryn Ann Kingsley,https://www.goodreads.com/book/show/60042507-the-unseelie-prince,3.85,"                6,059",2021,691
"The Lawyer (The Dalton Brothers, # 1)",Marni Mann,https://www.goodreads.com/book/show/58344289-the-lawyer,3.79,"                2,456",hed ,692
Lotus (Kindle Edition),Jennifer Hartmann,https://www.goodreads.com/book/show/57359837-lotus,4.33,"                7,662",2021,693
"All the Lies (Mindf*ck, #4)",S.T. Abby,https://www.goodreads.com/book/show/33361546-all-the-lies,4.58,"                41,767",2016,694
"Sidetracked (Mindf*ck, #2)",S.T. Abby,https://www.goodreads.com/book/show/33271162-sidetracked,4.43,"                45,593",2016,695
"Stuck with You (The STEMinist Novellas, #2)",Ali Hazelwood,https://www.goodreads.com/book/show/59651555-stuck-with-you,3.86,"                14,522",2022,696
"Little Thieves (Little Thieves, #1)",Margaret Owen,https://www.goodreads.com/book/show/54017820-little-thieves,4.31,"                6,072",2021,697
"Crow (Boston Underworld, #1)",A. Zavarelli,https://www.goodreads.com/book/show/31309440-crow,4.10,"                23,716",2016,698
"Ruthless People (Ruthless People, #1)",J.J. McAvoy,https://www.goodreads.com/book/show/21839603-ruthless-people,3.97,"                28,199",2014,699
"A Marvellous Light (The Last Binding, #1)",Freya Marske,https://www.goodreads.com/book/show/53217284-a-marvellous-light,4.05,"                12,857",2021,700
"Believe Me (Shatter Me, #6.5)",Tahereh Mafi,https://www.goodreads.com/book/show/58517502-believe-me,4.23,"                22,973",2021,701
The Enemy Trap (Kindle Edition),Maren Moore,https://www.goodreads.com/book/show/57804491-the-enemy-trap,3.47,"                8,266",hed ,702
"Morning Glory Milking Farm (Cambric Creek, #1)",C.M. Nascosta,https://www.goodreads.com/book/show/58678992-morning-glory-milking-farm,3.97,"                9,356",2021,703
Sick Fux (ebook),Tillie Cole,https://www.goodreads.com/book/show/34967829-sick-fux,4.01,"                9,981",2017,704
"7th Circle (Hades, #1)",Tate James,https://www.goodreads.com/book/show/55679869-7th-circle,4.48,"                14,406",2021,705
"Shadow Princess (Zodiac Academy, #4)",Caroline Peckham,https://www.goodreads.com/book/show/53146871-shadow-princess,4.39,"                35,343",2020,706
"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,https://www.goodreads.com/book/show/54756850-delilah-green-doesn-t-care,4.25,"                13,332",2022,707
Milk Fed (Hardcover),Melissa Broder,https://www.goodreads.com/book/show/54304105-milk-fed,3.60,"                23,788",2021,708
"Ricochet (Addicted, #2)",Krista Ritchie,https://www.goodreads.com/book/show/55475465-ricochet,3.91,"                38,874",2013,709
"When Sinners Play (Sinners of Hawthorne University, #1)",Eva Ashwood,https://www.goodreads.com/book/show/51201991-when-sinners-play,4.07,"                4,605",2020,710
"Redeemed (Dirty Air, #4)",Lauren Asher,https://www.goodreads.com/book/show/53188931-redeemed,4.47,"                15,305",2021,711
All This Time (Hardcover),Mikki Daughtry,https://www.goodreads.com/book/show/50892133-all-this-time,3.96,"                26,512",2020,712
"Black Sunshine (Dark Eyes, #1)",Karina Halle,https://www.goodreads.com/book/show/57236414-black-sunshine,3.76,"                6,620",2021,713
"Full Tilt (Full Tilt, #1)",Emma Scott,https://www.goodreads.com/book/show/30372977-full-tilt,4.44,"                18,210",2016,714
A Certain Hunger (Audible Audio),Chelsea G. Summers,https://www.goodreads.com/book/show/44294655-a-certain-hunger,4.02,"                5,984",2019,715
Hani and Ishu's Guide to Fake Dating (Kindle Edition),Adiba Jaigirdar,https://www.goodreads.com/book/show/50266871-hani-and-ishu-s-guide-to-fake-dating,4.17,"                17,169",2021,716
Sweet Dandelion (Kindle Edition),Micalea Smeltzer,https://www.goodreads.com/book/show/48745819-sweet-dandelion,4.07,"                7,953",2020,717
Kafka on the Shore (Paperback),Haruki Murakami,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,4.14,"                383,136",2002,718
No Longer Human (Paperback),Osamu Dazai,https://www.goodreads.com/book/show/194746.No_Longer_Human,4.11,"                63,734",1948,719
"The Silver Swan (Elite Kings Club, #1)",Amo Jones,https://www.goodreads.com/book/show/33299436-the-silver-swan,3.87,"                19,740",2017,720
"Crown of Coral and Pearl (Crown of Coral and Pearl, #1)",Mara Rutherford,https://www.goodreads.com/book/show/37777083-crown-of-coral-and-pearl,3.89,"                10,260",2019,721
"The Dating Plan (Marriage Game, #2)",Sara Desai,https://www.goodreads.com/book/show/54326395-the-dating-plan,3.67,"                31,834",2021,722
"Hollow Heathens: Book of Blackwell (Tales of Weeping Hollow, #1)",Nicole Fiorina,https://www.goodreads.com/book/show/55504599-hollow-heathens,4.19,"                2,813",2020,723
"The Unbroken (Magic of the Lost, #1)",C.L. Clark,https://www.goodreads.com/book/show/54467051-the-unbroken,3.86,"                4,837",2021,724
"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,https://www.goodreads.com/book/show/23253083-flamecaster,4.03,"                14,353",2016,725
Just Kids (Hardcover),Patti Smith,https://www.goodreads.com/book/show/341879.Just_Kids,4.18,"                221,161",2010,726
"Alex, Approximately (Hardcover)",Jenn Bennett,https://www.goodreads.com/book/show/30312700-alex-approximately,3.99,"                42,066",2017,727
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe,4.11,"                41,558",2014,728
"The Ruin of Kings (A Chorus of Dragons, #1)",Jenn Lyons,https://www.goodreads.com/book/show/39863237-the-ruin-of-kings,3.82,"                9,302",2019,729
"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,https://www.goodreads.com/book/show/448873.The_Thief,3.86,"                78,279",1996,730
"The Lost Sisters (The Folk of the Air, #1.5)",Holly Black,https://www.goodreads.com/book/show/40772063-the-lost-sisters,3.49,"                40,436",2018,731
"Wintersong (Wintersong, #1)",S. Jae-Jones,https://www.goodreads.com/book/show/24763621-wintersong,3.54,"                29,309",2017,732
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,https://www.goodreads.com/book/show/13206900-winter,4.43,"                239,933",2015,733
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,https://www.goodreads.com/book/show/13206828-cress,4.42,"                325,413",2014,734
"A Sky Beyond the Storm (An Ember in the Ashes, #4)",Sabaa Tahir,https://www.goodreads.com/book/show/31520883-a-sky-beyond-the-storm,4.35,"                38,909",2020,735
Grown (Hardcover),Tiffany D. Jackson,https://www.goodreads.com/book/show/49397758-grown,4.27,"                22,959",2020,736
You Should See Me in a Crown (Hardcover),Leah Johnson,https://www.goodreads.com/book/show/50160619-you-should-see-me-in-a-crown,4.14,"                34,319",2020,737
"Boys of Brayshaw High (Brayshaw, #1)",Meagan Brandy,https://www.goodreads.com/book/show/39778773-boys-of-brayshaw-high,4.22,"                26,648",2019,738
"The Bone Season (The Bone Season, #1)",Samantha Shannon,https://www.goodreads.com/book/show/17199504-the-bone-season,3.79,"                70,005",2013,739
"The Hazel Wood (The Hazel Wood, #1)",Melissa Albert,https://www.goodreads.com/book/show/34275232-the-hazel-wood,3.58,"                81,908",2018,740
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,https://www.goodreads.com/book/show/345627.Vampire_Academy,4.11,"                606,829",2007,741
"Sleet Kitten (Sleet, #1)",S.J. Tilly,https://www.goodreads.com/book/show/57248546-sleet-kitten,3.63,"                4,186",hed ,742
Darling Venom (Kindle Edition),Parker S. Huntington,https://www.goodreads.com/book/show/59766350-darling-venom,4.48,"                16,415",2021,743
"Scarlet Angel (Mindf*ck, #3)",S.T. Abby,https://www.goodreads.com/book/show/33304878-scarlet-angel,4.46,"                43,303",2016,744
Tempt Me (The Wolf Hotel #1),Nina West,https://www.goodreads.com/book/show/53183911-tempt-me,4.05,"                10,657",2015,745
"Hunting Adeline (Cat and Mouse Duet, #2)",H.D. Carlton,https://www.goodreads.com/book/show/59050133-hunting-adeline,4.27,"                12,342",2022,746
"Fierce King (L.A. Ruthless, #1)",Sadie Kincaid,https://www.goodreads.com/book/show/58326055-fierce-king,3.74,"                4,652",hed ,747
"The Devil (Devil's Playground, #1)",Ashley Jade,https://www.goodreads.com/book/show/43256003-the-devil,4.25,"                8,384",2018,748
Luna and the Lie (ebook),Mariana Zapata,https://www.goodreads.com/book/show/42883009-luna-and-the-lie,4.12,"                38,855",2018,749
More Than Once (More Than #1),Dominique Wolf,https://www.goodreads.com/book/show/58509028-more-than-once,3.71,                610,hed ,750
Not Here to Be Liked,Michelle Quach,https://www.goodreads.com/book/show/54569509-not-here-to-be-liked,3.82,"                10,884",2021,751
Make It Sweet (Kindle Edition),Kristen Callihan,https://www.goodreads.com/book/show/54447129-make-it-sweet,4.00,"                14,146",2021,752
"Wicked Beauty (Dark Olympus, #3)",Katee Robert,https://www.goodreads.com/book/show/58945351-wicked-beauty,4.18,"                2,672",2022,753
Lessons in Sin (ebook),Pam Godwin,https://www.goodreads.com/book/show/57985189-lessons-in-sin,4.17,"                7,125",2021,754
All the Little Lies (English Prep #1),S.J. Sylvis,https://www.goodreads.com/book/show/57142706-all-the-little-lies,3.82,"                6,613",hed ,755
Sicko (ebook),Amo Jones,https://www.goodreads.com/book/show/50489991-sicko,4.10,"                14,941",2020,756
Four (Kindle Edition),Sara Cate,https://www.goodreads.com/book/show/57532288-four,3.81,"                5,353",hed ,757
"The Architect (Nashville Neighborhood, #3)",Nikki Sloane,https://www.goodreads.com/book/show/54908303-the-architect,3.69,"                6,056",2021,758
"Long Shot (Hoops, #1)",Kennedy Ryan,https://www.goodreads.com/book/show/39336718-long-shot,4.23,"                24,233",2018,759
"Cursed Fates (Zodiac Academy, #5)",Caroline Peckham,https://www.goodreads.com/book/show/50391615-cursed-fates,4.45,"                30,458",2021,760
"Captive of the Horde King (Horde Kings of Dakkar, #1)",Zoey Draven,https://www.goodreads.com/book/show/44571879-captive-of-the-horde-king,4.02,"                12,374",2019,761
"Fire Night (Devil's Night, #4.5)",Penelope Douglas,https://www.goodreads.com/book/show/58080366-fire-night,4.11,"                14,266",2020,762
"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,https://www.goodreads.com/book/show/56269205-empire-of-the-vampire,4.43,"                19,650",2021,763
"Founded on Goodbye (Mixtape, #1)",Kat Singleton,https://www.goodreads.com/book/show/54342842-founded-on-goodbye,3.81,"                1,803",hed ,764
"Kiss of War (City of Stars, #1)",Clara Elroy,https://www.goodreads.com/book/show/55566580-kiss-of-war,3.96,"                2,759",hed ,765
"Addicted for Now (Addicted, #3)",Krista Ritchie,https://www.goodreads.com/book/show/55475477-addicted-for-now,4.27,"                34,902",2013,766
Whispers and the Roars (Kindle Edition),K. Webster,https://www.goodreads.com/book/show/32195246-whispers-and-the-roars,3.93,"                8,824",2016,767
99 Percent Mine (Hardcover),Sally Thorne,https://www.goodreads.com/book/show/36300625-99-percent-mine,3.40,"                64,255",2019,768
The Boy with Fire (The Ravence Trilogy #1),Aparna Verma,https://www.goodreads.com/book/show/57295345-the-boy-with-fire,3.84,                696,2021,769
"Pucked (Pucked, #1)",Helena Hunting,https://www.goodreads.com/book/show/24504274-pucked,3.94,"                56,410",2015,770
"Kate (Madison Kate, #4)",Tate James,https://www.goodreads.com/book/show/54449620-kate,4.47,"                20,824",2020,771
"Fake (Madison Kate, #3)",Tate James,https://www.goodreads.com/book/show/54308167-fake,4.46,"                22,179",2020,772
"The Third Best Thing (Fulton U, #3)",Maya Hughes,https://www.goodreads.com/book/show/50700718-the-third-best-thing,4.13,"                12,472",2020,773
"Liar (Madison Kate, #2)",Tate James,https://www.goodreads.com/book/show/53351017-liar,4.45,"                23,893",2020,774
"Tokyo Ever After (Tokyo Ever After, #1)",Emiko Jean,https://www.goodreads.com/book/show/54860605-tokyo-ever-after,3.97,"                25,756",2021,775
The Wrong Game (Kindle Edition),Kandi Steiner,https://www.goodreads.com/book/show/42379672-the-wrong-game,3.94,"                9,988",2018,776
Fool Me Twice (Paperback),Carrie Aarons,https://www.goodreads.com/book/show/51029776-fool-me-twice,3.68,"                4,993",2020,777
"Hall of Smoke (Hall of Smoke, #1)",H.M. Long,https://www.goodreads.com/book/show/53759101-hall-of-smoke,3.84,"                1,960",2021,778
"Again, but Better (Hardcover)",Christine Riccio,https://www.goodreads.com/book/show/41147279-again-but-better,3.65,"                28,845",2019,779
Four Psychos (The Dark Side #1),Kristy Cunning,https://www.goodreads.com/book/show/36550871-four-psychos,4.21,"                26,001",2017,780
The Cousins (Library Binding),Karen M. McManus,https://www.goodreads.com/book/show/49757149-the-cousins,3.81,"                70,976",2020,781
"The Merciful Crow (The Merciful Crow, #1)",Margaret Owen,https://www.goodreads.com/book/show/36483378-the-merciful-crow,3.89,"                13,445",2019,782
Something to Talk About (Paperback),Meryl Wilsner,https://www.goodreads.com/book/show/52915426-something-to-talk-about,3.66,"                17,404",2020,783
"Lightbringer (Empirium, #3)",Claire Legrand,https://www.goodreads.com/book/show/36253143-lightbringer,4.02,"                8,094",2020,784
"Stolen (Stolen, #1)",Lucy Christopher,https://www.goodreads.com/book/show/6408862-stolen,3.90,"                76,705",2009,785
The Binding (Hardcover),Bridget Collins,https://www.goodreads.com/book/show/39964740-the-binding,3.88,"                58,485",2019,786
"Hothouse Flower (Calloway Sisters, #2)",Krista Ritchie,https://www.goodreads.com/book/show/60690795-hothouse-flower,4.34,"                32,120",2014,787
"The Shadow Queen (Ravenspire, #1)",C.J. Redwine,https://www.goodreads.com/book/show/23299513-the-shadow-queen,3.75,"                18,656",2016,788
"Dark Harmony (The Bargainer, #3)",Laura Thalassa,https://www.goodreads.com/book/show/42042471-dark-harmony,4.12,"                30,538",2018,789
Emma in the Night (Hardcover),Wendy Walker,https://www.goodreads.com/book/show/33574211-emma-in-the-night,3.73,"                32,844",2017,790
The Winter Duke (Hardcover),Claire Eliza Bartlett,https://www.goodreads.com/book/show/51201758-the-winter-duke,3.57,"                2,176",2020,791
"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,https://www.goodreads.com/book/show/16069030-the-winner-s-curse,3.96,"                104,990",2014,792
One Percent of You (Kindle Edition),Michelle Gross,https://www.goodreads.com/book/show/43701279-one-percent-of-you,4.13,"                14,088",2019,793
Faking with Benefits (Paperback),Lily Gold,https://www.goodreads.com/book/show/61175985-faking-with-benefits,4.14,"                7,348",2021,794
"Ruining Dahlia (Mafia Wars, #3)",C.R. Jane,https://www.goodreads.com/book/show/59611023-ruining-dahlia,4.12,"                4,130",hed ,795
The American Roommate Experiment (Paperback),Elena Armas,https://www.goodreads.com/book/show/57514395-the-american-roommate-experiment,4.34,                261,2022,796
"The Witch Collector (Witch Walker, #1)",Charissa Weaks,https://www.goodreads.com/book/show/57191885-the-witch-collector,4.05,"                1,988",2021,797
"Heartless Sky (Zodiac Academy, #7)",Caroline Peckham,https://www.goodreads.com/book/show/56474282-heartless-sky,4.41,"                18,705",2021,798
"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,https://www.goodreads.com/book/show/59651557-under-one-roof,3.84,"                34,403",2022,799
"Below Zero (The STEMinist Novellas, #3)",Ali Hazelwood,https://www.goodreads.com/book/show/59651553-below-zero,3.71,"                6,321",2022,800
"All the Feels (Spoiler Alert, #2)",Olivia Dade,https://www.goodreads.com/book/show/53746015-all-the-feels,3.94,"                12,339",2021,801
Come anima mai (Kindle Edition),Rossana Soldano,https://www.goodreads.com/book/show/45695714-come-anima-mai,4.57,"                6,092",2019,802
After I Do (Paperback),Taylor Jenkins Reid,https://www.goodreads.com/book/show/18775359-after-i-do,3.99,"                51,412",2014,803
"Savage Lover (Brutal Birthright, #3)",Sophie Lark,https://www.goodreads.com/book/show/55217325-savage-lover,4.02,"                16,508",2020,804
Untainted (The Crystal Island #1),Lilian T. James,https://www.goodreads.com/book/show/58926201-untainted,4.11,"                2,245",2021,805
Perfect Strangers (Kindle Edition),J.T. Geissinger,https://www.goodreads.com/book/show/49730872-perfect-strangers,4.25,"                7,912",2019,806
Ghosted (Paperback),J.M. Darhower,https://www.goodreads.com/book/show/36065344-ghosted,4.09,"                20,373",2017,807
"Vicious Kings (The Dark Elite, #1)",Eva Ashwood,https://www.goodreads.com/book/show/48905498-vicious-kings,3.92,"                5,600",2020,808
Morally Corrupt (Kindle Edition),Veronica Lancet,https://www.goodreads.com/book/show/55055572-morally-corrupt,4.07,"                1,300",hed ,809
"Hero (Marry the Scot, #3)",Jolie Vines,https://www.goodreads.com/book/show/45417781-hero,3.91,"                2,427",2019,810
Milk and Honey (Paperback),Rupi Kaur,https://www.goodreads.com/book/show/23513349-milk-and-honey,4.02,"                532,615",2014,811
"Bloodied Hands (Bellandi Crime Syndicate, #1)",Adelaide Forrest,https://www.goodreads.com/book/show/50663432-bloodied-hands,3.69,"                5,944",2020,812
"Mafia Mistress (The Kings of Italy, #1)",Mila Finelli,https://www.goodreads.com/book/show/58900284-mafia-mistress,4.04,"                6,214",2021,813
"Hunter (Hunting Her, #1)",Eden Summers,https://www.goodreads.com/book/show/38752034-hunter,3.95,"                4,045",2018,814
"Filthy (The Five Points' Mob Collection, #1)",Serena Akeroyd,https://www.goodreads.com/book/show/58693584-filthy,3.92,"                7,103",2020,815
"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,https://www.goodreads.com/book/show/58470171-kingdom-of-the-feared,4.58,                321,2022,816
"Sinners' Playground (The Harlequin Crew, #1)",Caroline Peckham,https://www.goodreads.com/book/show/55762906-sinners-playground,4.30,"                7,242",hed ,817
