title,author,urls,avg_rating,num_ratings,date_published,booktok_popularity
"The Trouble with Hating You (The Trouble with Hating You, #1)",Sajni Patel,https://www.goodreads.com/book/show/49624654-the-trouble-with-hating-you,3.83,"                17,263",2020,818
Conclave (Devil's Night #3.5),Penelope Douglas,https://www.goodreads.com/book/show/58080327-conclave,3.92,"                21,831",2019,819
The Summer of Broken Rules (Hardcover),K.L. Walther,https://www.goodreads.com/book/show/49259788-the-summer-of-broken-rules,4.15,"                9,164",2021,820
Jade Fire Gold (Hardcover),June C.L. Tan,https://www.goodreads.com/book/show/56645963-jade-fire-gold,3.74,"                5,016",2021,821
"Three Simple Rules (Blindfold Club, #1)",Nikki Sloane,https://www.goodreads.com/book/show/23016075-three-simple-rules,3.96,"                11,618",2015,822
"The Perfect First (Fulton U, #1)",Maya Hughes,https://www.goodreads.com/book/show/43802284-the-perfect-first,3.90,"                21,841",2019,823
"Divine (Divine, #1)",M.J. Woodman,https://www.goodreads.com/book/show/57918219-divine,3.72,                392,hed ,824
"You Had Me at Hola (Primas of Power, #1)",Alexis Daria,https://www.goodreads.com/book/show/52886627-you-had-me-at-hola,3.71,"                29,863",2020,825
"Queen Takes Rose (Wicked Villains, #6)",Katee Robert,https://www.goodreads.com/book/show/48823210-queen-takes-rose,3.67,"                3,660",2020,826
In Deeper Waters (Hardcover),F.T. Lukens,https://www.goodreads.com/book/show/54303971-in-deeper-waters,3.93,"                10,061",2021,827
"Dead Moons Rising (Honest Scrolls, #1)",Jack Whitney,https://www.goodreads.com/book/show/56668914-dead-moons-rising,3.77,"                1,097",hed ,828
A Man Called Ove (Hardcover),Fredrik Backman,https://www.goodreads.com/book/show/18774964-a-man-called-ove,4.36,"                761,872",2012,829
"Burn (Dark in You, #1)",Suzanne Wright,https://www.goodreads.com/book/show/25828477-burn,4.07,"                28,532",2015,830
"The Wedding Date (The Wedding Date, #1)",Jasmine Guillory,https://www.goodreads.com/book/show/33815781-the-wedding-date,3.60,"                118,198",2018,831
A Pho Love Story (Hardcover),Loan Le,https://www.goodreads.com/book/show/54238295-a-pho-love-story,3.72,"                13,224",2021,832
Opposite of Always (Kindle Edition),Justin A. Reynolds,https://www.goodreads.com/book/show/35380157-opposite-of-always,3.68,"                21,064",2019,833
"Divine Blood (Guardians of the Maiden, #1)",Beck Michaels,https://www.goodreads.com/book/show/52870746-divine-blood,4.04,"                2,427",2020,834
If I Had Your Face (Hardcover),Frances Cha,https://www.goodreads.com/book/show/52696537-if-i-had-your-face,3.76,"                35,439",2020,835
"The Maze Runner (The Maze Runner, #1)",James Dashner,https://www.goodreads.com/book/show/6186357-the-maze-runner,4.04,"                1,282,390",2009,836
One Day in December (Paperback),Josie Silver,https://www.goodreads.com/book/show/38255337-one-day-in-december,3.90,"                233,072",2018,837
Educated (Hardcover),Tara Westover,https://www.goodreads.com/book/show/35133922-educated,4.47,"                1,161,093",2018,838
"Vein Of Love (Blackest Gold, #1)",R. Scarlett,https://www.goodreads.com/book/show/30182619-vein-of-love,3.70,"                3,744",2016,839
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,3.97,"                181,977",2008,840
More Than This (Paperback),Patrick Ness,https://www.goodreads.com/book/show/21969786-more-than-this,3.96,"                58,937",2013,841
"Poison Study (Study, #1)",Maria V. Snyder,https://www.goodreads.com/book/show/60510.Poison_Study,4.09,"                158,639",2005,842
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,4.48,"                8,545,155",1997,843
